observation_month,release_month,item_code,item_label,item_label_raw,unit,unit_source,extreme_type,geography_type,state,state_raw_label,zone,price_ngn,is_shared_extreme,raw_callout_text,observation_month_basis,source_anomaly,header_row_used,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2026-04-01,2026-04-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,HIGHEST,STATE,Enugu,Enugu,South East,8922.22,FALSE,Enugu (8922.22),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,12,7,G12
2026-04-01,2026-04-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,LOWEST,STATE,Taraba,Taraba,North East,4500,FALSE,Taraba (4500),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,12,8,H12
2026-04-01,2026-04-01,CHICKEN_WINGS,Chicken Wings,Chicken Wings,,,HIGHEST,STATE,Ondo,Ondo,South West,6445.92,FALSE,Ondo (6445.92),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,13,7,G13
2026-04-01,2026-04-01,CHICKEN_WINGS,Chicken Wings,Chicken Wings,,,LOWEST,STATE,Adamawa,Adamawa,North East,3450,FALSE,Adamawa (3450),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,13,8,H13
2026-04-01,2026-04-01,CRAYFISH_SMALL_WHITE,Cray fish small white,Cray fish small white,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Abuja,Abuja,North Central,10009.21,FALSE,Abuja (10009.21),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,14,7,G14
2026-04-01,2026-04-01,CRAYFISH_SMALL_WHITE,Cray fish small white,Cray fish small white,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Bayelsa,Bayelsa,South South,6593.57,FALSE,Bayelsa (6593.57),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,14,8,H14
2026-04-01,2026-04-01,FISH_DRIED_BONGA,"Dried fish, Bonga","Dried fish, Bonga",,,HIGHEST,STATE,Enugu,Enugu,South East,10278.16,FALSE,Enugu (10278.16),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,15,7,G15
2026-04-01,2026-04-01,FISH_DRIED_BONGA,"Dried fish, Bonga","Dried fish, Bonga",,,LOWEST,STATE,Katsina,Katsina,North West,5242.35,FALSE,Katsina (5242.35),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,15,8,H15
2026-04-01,2026-04-01,GARRI_WHITE,Garri white,Garri white,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Abia,Abia,South East,1075.47,FALSE,Abia (1075.47),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,16,7,G16
2026-04-01,2026-04-01,GARRI_WHITE,Garri white,Garri white,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Plateau,Plateau,North Central,517.94,FALSE,Plateau (517.94),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,16,8,H16
2026-04-01,2026-04-01,GARRI_YELLOW,Garri Yellow,Garri Yellow,,,HIGHEST,STATE,Abia,Abia,South East,1142.51,FALSE,Abia (1142.51),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,17,7,G17
2026-04-01,2026-04-01,GARRI_YELLOW,Garri Yellow,Garri Yellow,,,LOWEST,STATE,Taraba,Taraba,North East,525,FALSE,Taraba (525),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,17,8,H17
2026-04-01,2026-04-01,GINGER_FRESH,"Ginger, fresh","Ginger, fresh",1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Lagos,Lagos,South West,7759.89,FALSE,Lagos (7759.89),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,18,7,G18
2026-04-01,2026-04-01,GINGER_FRESH,"Ginger, fresh","Ginger, fresh",1 kg,NBS_REPORT_PDF,LOWEST,STATE,Borno,Borno,North East,3215.92,FALSE,Borno (3215.92),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,18,8,H18
2026-04-01,2026-04-01,GOAT_MEAT_BONE_IN,Goat Meat Bone in,Goat Meat Bone in,,,HIGHEST,STATE,Imo,Imo,South East,8798.1,FALSE,Imo (8798.1),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,19,7,G19
2026-04-01,2026-04-01,GOAT_MEAT_BONE_IN,Goat Meat Bone in,Goat Meat Bone in,,,LOWEST,STATE,Kogi,Kogi,North Central,4035.96,FALSE,Kogi (4035.96),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,19,8,H19
2026-04-01,2026-04-01,GROUNDNUT_OIL_75CL,"Groundnut oil, 75cl","Groundnut oil, 75cl",75 cl,SPREADSHEET_LABEL,HIGHEST,STATE,Delta,Delta,South South,4250.6,FALSE,Delta (4250.6),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,20,7,G20
2026-04-01,2026-04-01,GROUNDNUT_OIL_75CL,"Groundnut oil, 75cl","Groundnut oil, 75cl",75 cl,SPREADSHEET_LABEL,LOWEST,STATE,Adamawa,Adamawa,North East,2200,FALSE,Adamawa (2200),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,20,8,H20
2026-04-01,2026-04-01,GROUNDNUTS_ROASTED_75CL,"Groundnuts, roasted,75cl bottle","Groundnuts, roasted,75cl bottle",75 cl bottle,SPREADSHEET_LABEL,HIGHEST,STATE,Taraba,Taraba,North East,3300,FALSE,Taraba (3300),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,21,7,G21
2026-04-01,2026-04-01,GROUNDNUTS_ROASTED_75CL,"Groundnuts, roasted,75cl bottle","Groundnuts, roasted,75cl bottle",75 cl bottle,SPREADSHEET_LABEL,LOWEST,STATE,Bauchi,Bauchi,North East,2200,FALSE,Bauchi (2200),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,21,8,H21
2026-04-01,2026-04-01,POTATO_IRISH,Irish Potatoe,Irish Potatoe,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Bayelsa,Bayelsa,South South,2990.55,FALSE,Bayelsa (2990.55),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,22,7,G22
2026-04-01,2026-04-01,POTATO_IRISH,Irish Potatoe,Irish Potatoe,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Kano,Kano,North West,1287.98,FALSE,Kano (1287.98),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,22,8,H22
2026-04-01,2026-04-01,RICE_LOCAL_BROKEN,Local Rice (Broken),Local Rice (Broken),,,HIGHEST,STATE,Delta,Delta,South South,3250.81,FALSE,Delta (3250.81),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,23,7,G23
2026-04-01,2026-04-01,RICE_LOCAL_BROKEN,Local Rice (Broken),Local Rice (Broken),,,LOWEST,STATE,Adamawa,Adamawa,North East,1350.42,FALSE,Adamawa (1350.42),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,23,8,H23
2026-04-01,2026-04-01,FISH_MACKEREL_FROZEN,"Mackerel, Frozen","Mackerel, Frozen",,,HIGHEST,STATE,Plateau,Plateau,North Central,9104.61,FALSE,Plateau (9104.61),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,24,7,G24
2026-04-01,2026-04-01,FISH_MACKEREL_FROZEN,"Mackerel, Frozen","Mackerel, Frozen",,,LOWEST,STATE,Zamfara,Zamfara,North West,3776.99,FALSE,Zamfara (3776.99),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,24,8,H24
2026-04-01,2026-04-01,MAIZE_GRAIN_WHITE_LOOSE,Maize (Corn) Grains (White) sold loose,Maize (Corn) Grains (White) sold loose,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Bayelsa,Bayelsa,South South,1220.42,FALSE,Bayelsa (1220.42),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,25,7,G25
2026-04-01,2026-04-01,MAIZE_GRAIN_WHITE_LOOSE,Maize (Corn) Grains (White) sold loose,Maize (Corn) Grains (White) sold loose,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Adamawa,Adamawa,North East,400,FALSE,Adamawa (400),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,25,8,H25
2026-04-01,2026-04-01,ONIONS_FRESH,"Onions, fresh","Onions, fresh",1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Abia,Abia,South East,2191.63,FALSE,Abia (2191.63),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,26,7,G26
2026-04-01,2026-04-01,ONIONS_FRESH,"Onions, fresh","Onions, fresh",1 kg,NBS_REPORT_PDF,LOWEST,STATE,Nasarawa,Nasarawa,North Central,832.16,FALSE,Nasarawa (832.16),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,26,8,H26
2026-04-01,2026-04-01,PALM_OIL_75CL,"Palm oil, 75cl","Palm oil, 75cl",75 cl,SPREADSHEET_LABEL,HIGHEST,STATE,Ekiti,Ekiti,South West,2819.09,FALSE,Ekiti (2819.09),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,27,7,G27
2026-04-01,2026-04-01,PALM_OIL_75CL,"Palm oil, 75cl","Palm oil, 75cl",75 cl,SPREADSHEET_LABEL,LOWEST,STATE,Abia,Abia,South East,2024.41,FALSE,Abia (2024.41),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,27,8,H27
2026-04-01,2026-04-01,PLANTAIN_RIPE,Plantain (ripe),Plantain (ripe),,,HIGHEST,STATE,Plateau,Plateau,North Central,2804.46,FALSE,Plateau (2804.46),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,28,7,G28
2026-04-01,2026-04-01,PLANTAIN_RIPE,Plantain (ripe),Plantain (ripe),,,LOWEST,STATE,Gombe,Gombe,North East,1598.16,FALSE,Gombe (1598.16),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,28,8,H28
2026-04-01,2026-04-01,PLANTAIN_UNRIPE,Plantain (unripe),Plantain (unripe),,,HIGHEST,STATE,Plateau,Plateau,North Central,2974.41,FALSE,Plateau (2974.41),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,29,7,G29
2026-04-01,2026-04-01,PLANTAIN_UNRIPE,Plantain (unripe),Plantain (unripe),,,LOWEST,STATE,Gombe,Gombe,North East,1610.56,FALSE,Gombe (1610.56),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,29,8,H29
2026-04-01,2026-04-01,RICE_LOCAL_SHORT_GRAIN,"Rice Local, short-Grained","Rice Local, short-Grained",1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Kogi,Kogi,North Central,2182.78,FALSE,Kogi (2182.78),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,30,7,G30
2026-04-01,2026-04-01,RICE_LOCAL_SHORT_GRAIN,"Rice Local, short-Grained","Rice Local, short-Grained",1 kg,NBS_REPORT_PDF,LOWEST,STATE,Bauchi,Bauchi,North East,1570.72,FALSE,Bauchi (1570.72),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,30,8,H30
2026-04-01,2026-04-01,RICE_IMPORTED_LONG_GRAIN,Rice Long-Grained (Imported),Rice Long-Grained (Imported),,,HIGHEST,STATE,Abuja,Abuja,North Central,2720.3,FALSE,Abuja (2720.3),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,31,7,G31
2026-04-01,2026-04-01,RICE_IMPORTED_LONG_GRAIN,Rice Long-Grained (Imported),Rice Long-Grained (Imported),,,LOWEST,STATE,Yobe,Yobe,North East,1830.6,FALSE,Yobe (1830.6),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,31,8,H31
2026-04-01,2026-04-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,HIGHEST,STATE,Adamawa,Adamawa,North East,2860,FALSE,Adamawa (2860),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,32,7,G32
2026-04-01,2026-04-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,LOWEST,STATE,Lagos,Lagos,South West,1775,FALSE,Lagos (1775),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,32,8,H32
2026-04-01,2026-04-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish (Mackerel),,,HIGHEST,STATE,Taraba,Taraba,North East,8750,FALSE,Taraba (8750),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,33,7,G33
2026-04-01,2026-04-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish (Mackerel),,,LOWEST,STATE,Kebbi,Kebbi,North West,3754.53,FALSE,Kebbi (3754.53),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,33,8,H33
2026-04-01,2026-04-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,HIGHEST,STATE,Delta,Delta,South South,1460.8,FALSE,Delta (1460.8),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,34,7,G34
2026-04-01,2026-04-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,LOWEST,STATE,Plateau,Plateau,North Central,470.42,FALSE,Plateau (470.42),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,34,8,H34
2026-04-01,2026-04-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,HIGHEST,STATE,Benue,Benue,North Central,8377.62,FALSE,Benue (8377.62),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,35,7,G35
2026-04-01,2026-04-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,LOWEST,STATE,Sokoto,Sokoto,North West,3780.1,FALSE,Sokoto (3780.1),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,35,8,H35
2026-04-01,2026-04-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,HIGHEST,STATE,Gombe,Gombe,North East,1430,FALSE,Gombe (1430),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,36,7,G36
2026-04-01,2026-04-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,LOWEST,STATE,Taraba,Taraba,North East,870,FALSE,Taraba (870),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,36,8,H36
2026-04-01,2026-04-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,HIGHEST,STATE,Gombe,Gombe,North East,1290.57,FALSE,Gombe (1290.57),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,37,7,G37
2026-04-01,2026-04-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,LOWEST,STATE,Ekiti,Ekiti,South West,807.41,FALSE,Ekiti (807.41),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,37,8,H37
2026-04-01,2026-04-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,HIGHEST,STATE,Kwara,Kwara,North Central,8965.13,FALSE,Kwara (8965.13),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,38,7,G38
2026-04-01,2026-04-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,LOWEST,STATE,Adamawa,Adamawa,North East,5100,FALSE,Adamawa (5100),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,38,8,H38
2026-04-01,2026-04-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Bayelsa,Bayelsa,South South,1600.73,FALSE,Bayelsa (1600.73),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,39,7,G39
2026-04-01,2026-04-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,LOWEST,STATE,Plateau,Plateau,North Central,730.48,FALSE,Plateau (730.48),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,39,8,H39
2026-04-01,2026-04-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,HIGHEST,STATE,Abia,Abia,South East,4111.3,FALSE,Abia (4111.3),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,40,7,G40
2026-04-01,2026-04-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,LOWEST,STATE,Zamfara,Zamfara,North West,2597.66,FALSE,Zamfara (2597.66),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,40,8,H40
2026-04-01,2026-04-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,HIGHEST,STATE,Enugu,Enugu,South East,2675.02,FALSE,Enugu (2675.02),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,41,7,G41
2026-04-01,2026-04-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,LOWEST,STATE,Borno,Borno,North East,1390.85,FALSE,Borno (1390.85),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,41,8,H41
2026-04-01,2026-04-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,HIGHEST,STATE,Kwara,Kwara,North Central,4663.23,FALSE,Kwara (4663.23),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,42,7,G42
2026-04-01,2026-04-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,LOWEST,STATE,Yobe,Yobe,North East,3090.1,FALSE,Yobe (3090.1),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,42,8,H42
2026-04-01,2026-04-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Imo,Imo,South East,2707.16,FALSE,Imo (2707.16),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,43,7,G43
2026-04-01,2026-04-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Niger,Niger,North Central,1448.16,FALSE,Niger (1448.16),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_April_2026.zip,selected food table Apr26.xlsx,Selected Food April 2026,43,8,H43
2025-12-01,2025-12-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,HIGHEST,STATE,Borno,Borno,North East,270.44,FALSE,Borno (270.44),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,2,7,G2
2025-12-01,2025-12-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,LOWEST,STATE,Gombe,Gombe,North East,222.37,FALSE,Gombe (222.37),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,2,8,H2
2025-12-01,2025-12-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,HIGHEST,STATE,Taraba,Taraba,North East,6950,FALSE,Taraba (6950),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,3,7,G3
2025-12-01,2025-12-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,LOWEST,STATE,Niger,Niger,North Central,5298.66,FALSE,Niger (5298.66),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,3,8,H3
2025-12-01,2025-12-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Oyo,Oyo,South West,1922.02,FALSE,Oyo (1922.02),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,4,7,G4
2025-12-01,2025-12-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Taraba,Taraba,North East,650,FALSE,Taraba (650),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,4,8,H4
2025-12-01,2025-12-01,BEANS_WHITE,Beans white,Beans white,,,HIGHEST,STATE,Bayelsa,Bayelsa,South South,1785.36,FALSE,Bayelsa (1785.36),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,5,7,G5
2025-12-01,2025-12-01,BEANS_WHITE,Beans white,Beans white,,,LOWEST,STATE,Bauchi,Bauchi,North East,675,FALSE,Bauchi (675),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,5,8,H5
2025-12-01,2025-12-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Anambra,Anambra,South East,8673.13,FALSE,Anambra (8673.13),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,6,7,G6
2025-12-01,2025-12-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Benue,Benue,North Central,5419.1,FALSE,Benue (5419.1),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,6,8,H6
2025-12-01,2025-12-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,HIGHEST,STATE,Lagos,Lagos,South West,1956,FALSE,Lagos (1956),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Dec_25.zip,selected food table Dec25.xlsx,Selected Food December 2025,7,7,G7
