observation_month,release_month,item_code,item_label,item_label_raw,unit,unit_source,geography_type,geography_name,avg_price_ngn,value_status,period_position,source_period_label,is_primary_release,source_anomaly,header_row_used,header_label_raw,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-07-01,2025-08-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,NATIONAL,Nigeria,2329.3537307159145,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,32,3,C32
2025-08-01,2025-08-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,NATIONAL,Nigeria,2324.8578493309674,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,32,4,D32
2024-08-01,2025-08-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish (Mackerel),,,NATIONAL,Nigeria,,NOT_REPORTED,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,33,2,B33
2025-07-01,2025-08-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish (Mackerel),,,NATIONAL,Nigeria,6317.532680969681,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,33,3,C33
2025-08-01,2025-08-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish (Mackerel),,,NATIONAL,Nigeria,6218.623532245154,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,33,4,D33
2024-08-01,2025-08-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,NATIONAL,Nigeria,850.3149979083796,OK,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,34,2,B34
2025-07-01,2025-08-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,NATIONAL,Nigeria,1052.9715462212248,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,34,3,C34
2025-08-01,2025-08-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,NATIONAL,Nigeria,877.8346398274067,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,34,4,D34
2024-08-01,2025-08-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,NATIONAL,Nigeria,3711.3598233995567,OK,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,35,2,B35
2025-07-01,2025-08-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,NATIONAL,Nigeria,5727.762682051476,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,35,3,C35
2025-08-01,2025-08-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,NATIONAL,Nigeria,5731.078800263176,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,35,4,D35
2024-08-01,2025-08-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,893.3768372331342,OK,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,36,2,B36
2025-07-01,2025-08-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,1034.6028212842873,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,36,3,C36
2025-08-01,2025-08-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,1031.434795491714,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,36,4,D36
2024-08-01,2025-08-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,,NOT_REPORTED,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,37,2,B37
2025-07-01,2025-08-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,923.4343693818231,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,37,3,C37
2025-08-01,2025-08-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,910.2792792431875,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,37,4,D37
2024-08-01,2025-08-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,NATIONAL,Nigeria,4235.564093367671,OK,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,38,2,B38
2025-07-01,2025-08-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,NATIONAL,Nigeria,6271.45068255048,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,38,3,C38
2025-08-01,2025-08-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,NATIONAL,Nigeria,6310.328619375551,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,38,4,D38
2024-08-01,2025-08-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1506.3499068329802,OK,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,39,2,B39
2025-07-01,2025-08-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1367.8877089206924,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,39,3,C39
2025-08-01,2025-08-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1285.6084602311923,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,39,4,D39
2024-08-01,2025-08-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,NATIONAL,Nigeria,2552.105000331268,OK,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,40,2,B40
2025-07-01,2025-08-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,NATIONAL,Nigeria,3399.5980900467525,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,40,3,C40
2025-08-01,2025-08-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,NATIONAL,Nigeria,3238.631181510298,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,40,4,D40
2024-08-01,2025-08-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,NATIONAL,Nigeria,,NOT_REPORTED,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,41,2,B41
2025-07-01,2025-08-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,NATIONAL,Nigeria,2080.2683791334057,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,41,3,C41
2025-08-01,2025-08-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,NATIONAL,Nigeria,2059.0465004699563,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,41,4,D41
2024-08-01,2025-08-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,NATIONAL,Nigeria,3485.338127635866,OK,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,42,2,B42
2025-07-01,2025-08-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,NATIONAL,Nigeria,4194.085679751597,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,42,3,C42
2025-08-01,2025-08-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,NATIONAL,Nigeria,3904.528873868031,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,42,4,D42
2024-08-01,2025-08-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1661.7955416030443,OK,YEAR_AGO,Average of August-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,43,2,B43
2025-07-01,2025-08-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,2484.404972297706,OK,PRIOR_MONTH,Average of July-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,43,3,C43
2025-08-01,2025-08-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,2086.1475368667748,OK,CURRENT_MONTH,Average of August-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Selected Food August 2025,43,4,D43
2024-09-01,2025-09-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,NATIONAL,Nigeria,219.63850517306676,OK,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,2,2,B2
2025-08-01,2025-09-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,NATIONAL,Nigeria,254.696751969535,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,2,3,C2
2025-09-01,2025-09-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,NATIONAL,Nigeria,248.215446160356,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,2,4,D2
2024-09-01,2025-09-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,NATIONAL,Nigeria,,NOT_REPORTED,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,3,2,B3
2025-08-01,2025-09-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,NATIONAL,Nigeria,6040.069464083746,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,3,3,C3
2025-09-01,2025-09-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,NATIONAL,Nigeria,5897.874998021113,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,3,4,D3
2024-09-01,2025-09-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,2738.592848247756,OK,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,4,2,B4
2025-08-01,2025-09-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1847.8187955592769,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,4,3,C4
2025-09-01,2025-09-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1815.7590283673646,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,4,4,D4
2024-09-01,2025-09-01,BEANS_WHITE,Beans white,Beans white,,,NATIONAL,Nigeria,2579.0188668300616,OK,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,5,2,B5
2025-08-01,2025-09-01,BEANS_WHITE,Beans white,Beans white,,,NATIONAL,Nigeria,1664.988307653676,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,5,3,C5
2025-09-01,2025-09-01,BEANS_WHITE,Beans white,Beans white,,,NATIONAL,Nigeria,1623.423953434283,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,5,4,D5
2024-09-01,2025-09-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,5633.598920756465,OK,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,6,2,B6
2025-08-01,2025-09-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,6860.069305188064,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,6,3,C6
2025-09-01,2025-09-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,6861.246548099691,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,6,4,D6
2024-09-01,2025-09-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,,NOT_REPORTED,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,7,2,B7
2025-08-01,2025-09-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,1659.2731791835517,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,7,3,C7
2025-09-01,2025-09-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,1660.508897145389,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,7,4,D7
2024-09-01,2025-09-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,,NOT_REPORTED,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,8,2,B8
2025-08-01,2025-09-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,1556.1362209347158,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,8,3,C8
2025-09-01,2025-09-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,1555.6725952008244,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,8,4,D8
2024-09-01,2025-09-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,,NOT_REPORTED,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,9,2,B9
2025-08-01,2025-09-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1905.323311110037,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,9,3,C9
2025-09-01,2025-09-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1919.7626001197227,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,9,4,D9
2024-09-01,2025-09-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,NATIONAL,Nigeria,4060.286849062284,OK,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,10,2,B10
2025-08-01,2025-09-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,NATIONAL,Nigeria,5933.186716015304,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,10,3,C10
2025-09-01,2025-09-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,NATIONAL,Nigeria,5974.669380354981,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,10,4,D10
2024-09-01,2025-09-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,NATIONAL,Nigeria,3243.766048236469,OK,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,11,2,B11
2025-08-01,2025-09-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,NATIONAL,Nigeria,3701.5526688903283,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,11,3,C11
2025-09-01,2025-09-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,NATIONAL,Nigeria,3702.59737443637,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,11,4,D11
2024-09-01,2025-09-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,NATIONAL,Nigeria,5759.798614447027,OK,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,12,2,B12
2025-08-01,2025-09-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,NATIONAL,Nigeria,5854.543055637018,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,12,3,C12
2025-09-01,2025-09-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,NATIONAL,Nigeria,5875.583415758296,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,12,4,D12
2024-09-01,2025-09-01,CHICKEN_WINGS,Chicken Wings,Chicken Wings,,,NATIONAL,Nigeria,4062.9619814335083,OK,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,13,2,B13
2025-08-01,2025-09-01,CHICKEN_WINGS,Chicken Wings,Chicken Wings,,,NATIONAL,Nigeria,4892.877434196505,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,13,3,C13
2025-09-01,2025-09-01,CHICKEN_WINGS,Chicken Wings,Chicken Wings,,,NATIONAL,Nigeria,4898.147541427127,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,13,4,D13
2024-09-01,2025-09-01,CRAYFISH_SMALL_WHITE,Cray fish small white,Cray fish small white,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,,NOT_REPORTED,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,14,2,B14
2025-08-01,2025-09-01,CRAYFISH_SMALL_WHITE,Cray fish small white,Cray fish small white,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,8806.616267587202,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,14,3,C14
2025-09-01,2025-09-01,CRAYFISH_SMALL_WHITE,Cray fish small white,Cray fish small white,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,8754.601454689308,OK,CURRENT_MONTH,Average of September-25,TRUE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,14,4,D14
2024-09-01,2025-09-01,FISH_DRIED_BONGA,"Dried fish, Bonga","Dried fish, Bonga",,,NATIONAL,Nigeria,,NOT_REPORTED,YEAR_AGO,Average of September-24,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,15,2,B15
2025-08-01,2025-09-01,FISH_DRIED_BONGA,"Dried fish, Bonga","Dried fish, Bonga",,,NATIONAL,Nigeria,7019.717617002845,OK,PRIOR_MONTH,Average of August-25,FALSE,,1,Item Label,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table september-25.xlsx,Selected Food Sept 2025,15,3,C15
