release_month,observation_month,cylinder_size_kg,geography_type,geography_name,geography_raw_label,state,zone,is_aggregate,refill_price_ngn,unit,source_period_label,is_primary_release,source_anomaly,source_banner_text,header_row_used,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-03-01,2025-03-01,12.5,STATE,Kogi,Kogi,Kogi,North Central,FALSE,18165.2,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,6,12,L6
2025-03-01,2025-03-01,12.5,STATE,Kwara,Kwara,Kwara,North Central,FALSE,16820.22,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,7,12,L7
2025-03-01,2025-03-01,12.5,STATE,Lagos,Lagos,Lagos,South West,FALSE,18199.25,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,41,12,L41
2025-03-01,2025-03-01,12.5,STATE,Nasarawa,Nasarawa,Nasarawa,North Central,FALSE,15661.3042862968,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,8,12,L8
2025-03-01,2025-03-01,12.5,STATE,Niger,Niger,Niger,North Central,FALSE,17078.874422285,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,9,12,L9
2025-03-01,2025-03-01,12.5,STATE,Ogun,Ogun,Ogun,South West,FALSE,17988.957142857143,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,42,12,L42
2025-03-01,2025-03-01,12.5,STATE,Ondo,Ondo,Ondo,South West,FALSE,17403.98226189025,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,43,12,L43
2025-03-01,2025-03-01,12.5,STATE,Osun,Osun,Osun,South West,FALSE,18352.722222222223,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,44,12,L44
2025-03-01,2025-03-01,12.5,STATE,Oyo,Oyo,Oyo,South West,FALSE,16710.7714285714,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,45,12,L45
2025-03-01,2025-03-01,12.5,STATE,Plateau,Plateau,Plateau,North Central,FALSE,17470.2333333333,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,10,12,L10
2025-03-01,2025-03-01,12.5,STATE,Rivers,Rivers,Rivers,South South,FALSE,20964.7944444445,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,38,12,L38
2025-03-01,2025-03-01,12.5,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,20393.45,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,24,12,L24
2025-03-01,2025-03-01,12.5,STATE,Taraba,Taraba,Taraba,North East,FALSE,20141.875,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,16,12,L16
2025-03-01,2025-03-01,12.5,STATE,Yobe,Yobe,Yobe,North East,FALSE,17066,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,17,12,L17
2025-03-01,2025-03-01,12.5,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,17766.925,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,25,12,L25
2025-03-01,2025-03-01,12.5,ZONE,North Central,NORTH CENTRAL,,North Central,TRUE,17296.652577416444,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,3,12,L3
2025-03-01,2025-03-01,12.5,ZONE,North East,NORTH EAST,,North East,TRUE,18547.659310833333,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,11,12,L11
2025-03-01,2025-03-01,12.5,ZONE,North West,NORTH WEST,,North West,TRUE,18315.586607142857,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,18,12,L18
2025-03-01,2025-03-01,12.5,ZONE,South East,SOUTH EAST,,South East,TRUE,19138.43428774296,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,26,12,L26
2025-03-01,2025-03-01,12.5,ZONE,South South,SOUTH SOUTH,,South South,TRUE,20203.662314814817,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,32,12,L32
2025-03-01,2025-03-01,12.5,ZONE,South West,SOUTH WEST,,South West,TRUE,17565.83184259017,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,39,12,L39
2025-03-01,2025-03-01,12.5,NATIONAL,Nigeria,Average,,,TRUE,18456.236933515127,NGN per refill,Average of Mar-25,TRUE,,12.5KG,2,GAS_PRICE_WATCH_MARCH_2025.xlsx,,LPG MAR 2025,46,12,L46
2025-04-01,2024-04-01,5.0,STATE,Abia,Abia,Abia,South East,FALSE,6156.25,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,27,2,B27
2025-04-01,2024-04-01,5.0,STATE,Abuja,Abuja,Abuja,North Central,FALSE,6500,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,4,2,B4
2025-04-01,2024-04-01,5.0,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,5470,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,12,2,B12
2025-04-01,2024-04-01,5.0,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,6722.222222222223,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,33,2,B33
2025-04-01,2024-04-01,5.0,STATE,Anambra,Anambra,Anambra,South East,FALSE,6142.857142857143,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,28,2,B28
2025-04-01,2024-04-01,5.0,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,7000,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,13,2,B13
2025-04-01,2024-04-01,5.0,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,6875,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,34,2,B34
2025-04-01,2024-04-01,5.0,STATE,Benue,Benue,Benue,North Central,FALSE,6570,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,5,2,B5
2025-04-01,2024-04-01,5.0,STATE,Borno,Borno,Borno,North East,FALSE,6886.666666666667,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,14,2,B14
2025-04-01,2024-04-01,5.0,STATE,Cross River,Cross River,Cross River,South South,FALSE,6750,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,35,2,B35
2025-04-01,2024-04-01,5.0,STATE,Delta,Delta,Delta,South South,FALSE,6564.285714285715,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,36,2,B36
2025-04-01,2024-04-01,5.0,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,6666.66666666667,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,29,2,B29
2025-04-01,2024-04-01,5.0,STATE,Edo,Edo,Edo,South South,FALSE,6961.11111111111,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,37,2,B37
2025-04-01,2024-04-01,5.0,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,6404.545454545455,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,40,2,B40
2025-04-01,2024-04-01,5.0,STATE,Enugu,Enugu,Enugu,South East,FALSE,5973.529411764706,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,30,2,B30
2025-04-01,2024-04-01,5.0,STATE,Gombe,Gombe,Gombe,North East,FALSE,6391.666666666667,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,15,2,B15
2025-04-01,2024-04-01,5.0,STATE,Imo,Imo,Imo,South East,FALSE,6085,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,31,2,B31
2025-04-01,2024-04-01,5.0,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,6306.785714285715,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,19,2,B19
2025-04-01,2024-04-01,5.0,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,6322.916666666667,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,20,2,B20
2025-04-01,2024-04-01,5.0,STATE,Kano,Kano,Kano,North West,FALSE,6998.666666666667,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,21,2,B21
2025-04-01,2024-04-01,5.0,STATE,Katsina,Katsina,Katsina,North West,FALSE,5981.818181818182,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,22,2,B22
2025-04-01,2024-04-01,5.0,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,6758.75,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,23,2,B23
2025-04-01,2024-04-01,5.0,STATE,Kogi,Kogi,Kogi,North Central,FALSE,6500,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,6,2,B6
2025-04-01,2024-04-01,5.0,STATE,Kwara,Kwara,Kwara,North Central,FALSE,6528.571428571428,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,7,2,B7
2025-04-01,2024-04-01,5.0,STATE,Lagos,Lagos,Lagos,South West,FALSE,6840,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,41,2,B41
2025-04-01,2024-04-01,5.0,STATE,Nasarawa,Nasarawa,Nasarawa,North Central,FALSE,6690,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,8,2,B8
2025-04-01,2024-04-01,5.0,STATE,Niger,Niger,Niger,North Central,FALSE,6500,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,9,2,B9
2025-04-01,2024-04-01,5.0,STATE,Ogun,Ogun,Ogun,South West,FALSE,6250,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,42,2,B42
2025-04-01,2024-04-01,5.0,STATE,Ondo,Ondo,Ondo,South West,FALSE,6636.666666666667,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,43,2,B43
2025-04-01,2024-04-01,5.0,STATE,Osun,Osun,Osun,South West,FALSE,6365.625,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,44,2,B44
2025-04-01,2024-04-01,5.0,STATE,Oyo,Oyo,Oyo,South West,FALSE,6461.538461538462,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,45,2,B45
2025-04-01,2024-04-01,5.0,STATE,Plateau,Plateau,Plateau,North Central,FALSE,6522.727272727273,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,10,2,B10
2025-04-01,2024-04-01,5.0,STATE,Rivers,Rivers,Rivers,South South,FALSE,6731,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,38,2,B38
2025-04-01,2024-04-01,5.0,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,6462.5,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,24,2,B24
2025-04-01,2024-04-01,5.0,STATE,Taraba,Taraba,Taraba,North East,FALSE,6904.1666666667,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,16,2,B16
2025-04-01,2024-04-01,5.0,STATE,Yobe,Yobe,Yobe,North East,FALSE,6962.5,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,17,2,B17
2025-04-01,2024-04-01,5.0,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,6454.464285714285,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,25,2,B25
2025-04-01,2024-04-01,5.0,ZONE,North Central,NORTH CENTRAL,,North Central,TRUE,6544.471243042672,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,3,2,B3
2025-04-01,2024-04-01,5.0,ZONE,North East,NORTH EAST,,North East,TRUE,6602.500000000006,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,11,2,B11
2025-04-01,2024-04-01,5.0,ZONE,North West,NORTH WEST,,North West,TRUE,6469.414502164502,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,18,2,B18
2025-04-01,2024-04-01,5.0,ZONE,South East,SOUTH EAST,,South East,TRUE,6204.860644257704,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,26,2,B26
2025-04-01,2024-04-01,5.0,ZONE,South South,SOUTH SOUTH,,South South,TRUE,6767.269841269841,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,32,2,B32
2025-04-01,2024-04-01,5.0,ZONE,South West,SOUTH WEST,,South West,TRUE,6493.062597125098,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,39,2,B39
2025-04-01,2024-04-01,5.0,NATIONAL,Nigeria,Average,,,TRUE,6521.581028867794,NGN per refill,Average of Apr-24,FALSE,,5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,46,2,B46
2025-04-01,2024-04-01,12.5,STATE,Abia,Abia,Abia,South East,FALSE,14725,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,27,10,J27
2025-04-01,2024-04-01,12.5,STATE,Abuja,Abuja,Abuja,North Central,FALSE,15050,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,4,10,J4
2025-04-01,2024-04-01,12.5,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,14088.75,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,12,10,J12
2025-04-01,2024-04-01,12.5,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,16788.88888888889,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,33,10,J33
2025-04-01,2024-04-01,12.5,STATE,Anambra,Anambra,Anambra,South East,FALSE,17142.8571428571,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,28,10,J28
2025-04-01,2024-04-01,12.5,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,13745.1195506063,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,13,10,J13
2025-04-01,2024-04-01,12.5,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,16975,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,34,10,J34
2025-04-01,2024-04-01,12.5,STATE,Benue,Benue,Benue,North Central,FALSE,15650,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,5,10,J5
2025-04-01,2024-04-01,12.5,STATE,Borno,Borno,Borno,North East,FALSE,15305,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,14,10,J14
2025-04-01,2024-04-01,12.5,STATE,Cross River,Cross River,Cross River,South South,FALSE,16796.428571428572,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,35,10,J35
2025-04-01,2024-04-01,12.5,STATE,Delta,Delta,Delta,South South,FALSE,15921.42857142857,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,36,10,J36
2025-04-01,2024-04-01,12.5,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,16500,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,29,10,J29
2025-04-01,2024-04-01,12.5,STATE,Edo,Edo,Edo,South South,FALSE,15784.375,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,37,10,J37
2025-04-01,2024-04-01,12.5,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,15897.727272727272,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,40,10,J40
2025-04-01,2024-04-01,12.5,STATE,Enugu,Enugu,Enugu,South East,FALSE,14117.64705882353,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,30,10,J30
2025-04-01,2024-04-01,12.5,STATE,Gombe,Gombe,Gombe,North East,FALSE,15323.333333333334,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,15,10,J15
2025-04-01,2024-04-01,12.5,STATE,Imo,Imo,Imo,South East,FALSE,16150,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,31,10,J31
2025-04-01,2024-04-01,12.5,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,15390,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,19,10,J19
2025-04-01,2024-04-01,12.5,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,14527.67857142857,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,20,10,J20
2025-04-01,2024-04-01,12.5,STATE,Kano,Kano,Kano,North West,FALSE,16014.583333333334,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,21,10,J21
2025-04-01,2024-04-01,12.5,STATE,Katsina,Katsina,Katsina,North West,FALSE,14227.5,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,22,10,J22
2025-04-01,2024-04-01,12.5,STATE,Kebbi,Taraba,Kebbi,North West,FALSE,14299,NGN per refill,Average of Apr-24,FALSE,LPG_12_5KG_KEBBI_LABELLED_TARABA,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,23,10,J23
2025-04-01,2024-04-01,12.5,STATE,Kogi,Kogi,Kogi,North Central,FALSE,13967.307692307691,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,6,10,J6
2025-04-01,2024-04-01,12.5,STATE,Kwara,Kwara,Kwara,North Central,FALSE,14178.57142857143,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,7,10,J7
2025-04-01,2024-04-01,12.5,STATE,Lagos,Lagos,Lagos,South West,FALSE,15640.90909090909,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,41,10,J41
2025-04-01,2024-04-01,12.5,STATE,Nasarawa,Nasarawa,Nasarawa,North Central,FALSE,15743.75,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,8,10,J8
2025-04-01,2024-04-01,12.5,STATE,Niger,Niger,Niger,North Central,FALSE,14864.285714285714,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,9,10,J9
2025-04-01,2024-04-01,12.5,STATE,Ogun,Ogun,Ogun,South West,FALSE,15472.727272727272,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,42,10,J42
2025-04-01,2024-04-01,12.5,STATE,Ondo,Ondo,Ondo,South West,FALSE,16500,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,43,10,J43
2025-04-01,2024-04-01,12.5,STATE,Osun,Osun,Osun,South West,FALSE,17801.6666666667,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,44,10,J44
2025-04-01,2024-04-01,12.5,STATE,Oyo,Oyo,Oyo,South West,FALSE,16073.076923076924,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,45,10,J45
2025-04-01,2024-04-01,12.5,STATE,Plateau,Plateau,Plateau,North Central,FALSE,15818.181818181818,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,10,10,J10
2025-04-01,2024-04-01,12.5,STATE,Rivers,Rivers,Rivers,South South,FALSE,16255,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,38,10,J38
2025-04-01,2024-04-01,12.5,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,16794.25,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,24,10,J24
2025-04-01,2024-04-01,12.5,STATE,Taraba,Taraba,Taraba,North East,FALSE,16200,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,16,10,J16
2025-04-01,2024-04-01,12.5,STATE,Yobe,Yobe,Yobe,North East,FALSE,16458.466796875,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,17,10,J17
2025-04-01,2024-04-01,12.5,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,16408.0357142857,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,25,10,J25
2025-04-01,2024-04-01,12.5,ZONE,North Central,NORTH CENTRAL,,North Central,TRUE,15038.87095047809,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,3,10,J3
2025-04-01,2024-04-01,12.5,ZONE,North East,NORTH EAST,,North East,TRUE,15186.778280135773,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,11,10,J11
2025-04-01,2024-04-01,12.5,ZONE,North West,NORTH WEST,,North West,TRUE,15380.149659863944,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,18,10,J18
2025-04-01,2024-04-01,12.5,ZONE,South East,SOUTH EAST,,South East,TRUE,15727.100840336125,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,26,10,J26
2025-04-01,2024-04-01,12.5,ZONE,South South,SOUTH SOUTH,,South South,TRUE,16420.18683862434,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,32,10,J32
2025-04-01,2024-04-01,12.5,ZONE,South West,SOUTH WEST,,South West,TRUE,16231.017871017875,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,39,10,J39
2025-04-01,2024-04-01,12.5,NATIONAL,Nigeria,Average,,,TRUE,15637.744497641697,NGN per refill,Average of Apr-24,FALSE,,12.5KG,2,GAS_PRICE_WATCH_APRIL_2025.xlsx,,LPG APR 2025,46,10,J46
