release_month,observation_month,cylinder_size_kg,extreme_type,rank_within_block,state,zone,price_ngn,is_shared_extreme,raw_callout_text,tie_member_count,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-11-01,2025-11-01,12.5,HIGHEST,3,Osun,South West,14529.970485,FALSE,Osun,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,52,10,J52
2025-11-01,2025-11-01,12.5,LOWEST,1,Gombe,North East,12175.0864266667,FALSE,Gombe,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,55,10,J55
2025-11-01,2025-11-01,12.5,LOWEST,2,Katsina,North West,12319.661152,FALSE,Katsina,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,56,10,J56
2025-11-01,2025-11-01,12.5,LOWEST,3,Edo,South South,12536.070555,FALSE,Edo,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,57,10,J57
2025-12-01,2025-12-01,5.0,HIGHEST,1,Kaduna,North West,5838.660063339999,FALSE,Kaduna,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,50,2,B50
2025-12-01,2025-12-01,5.0,HIGHEST,2,Jigawa,North West,5825.08562048,FALSE,Jigawa,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,51,2,B51
2025-12-01,2025-12-01,5.0,HIGHEST,3,Osun,South West,5777.801902786679,FALSE,Osun,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,52,2,B52
2025-12-01,2025-12-01,5.0,LOWEST,1,Katsina,North West,4855.795217376,FALSE,Katsina,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,55,2,B55
2025-12-01,2025-12-01,5.0,LOWEST,2,Gombe,North East,4885.63520471776,FALSE,Gombe,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,56,2,B56
2025-12-01,2025-12-01,5.0,LOWEST,3,Cross River,South South,4890.99888909,FALSE,Cross River,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,57,2,B57
2025-12-01,2025-12-01,12.5,HIGHEST,1,Abia,South East,14489.958305975,FALSE,Abia,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,50,10,J50
2025-12-01,2025-12-01,12.5,HIGHEST,2,Osun,South West,14444.5047569667,FALSE,Osun,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,51,10,J51
2025-12-01,2025-12-01,12.5,HIGHEST,3,Delta,South South,14393.1657488864,FALSE,Delta,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,52,10,J52
2025-12-01,2025-12-01,12.5,LOWEST,1,Katsina,North West,12139.48804344,FALSE,Katsina,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,55,10,J55
2025-12-01,2025-12-01,12.5,LOWEST,2,Gombe,North East,12214.0880117944,FALSE,Gombe,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,56,10,J56
2025-12-01,2025-12-01,12.5,LOWEST,3,Edo,South South,12262.525538625,FALSE,Edo,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH DECEMBER 2025_.xlsx,LPG DECEMBER 2025,57,10,J57
2026-01-01,2026-01-01,5.0,HIGHEST,1,Jigawa,North West,5892.875,FALSE,Jigawa,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,50,2,B50
2026-01-01,2026-01-01,5.0,HIGHEST,2,Abia,South East,5829.174219937359,FALSE,Abia,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,51,2,B51
2026-01-01,2026-01-01,5.0,HIGHEST,3,Akwa Ibom,South South,5789.8493313748795,FALSE,Akwa Ibom,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,52,2,B52
2026-01-01,2026-01-01,5.0,LOWEST,1,Bayelsa,South South,4891.86561906532,FALSE,Bayelsa,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,54,2,B54
2026-01-01,2026-01-01,5.0,LOWEST,2,Sokoto,North West,5008.360000000001,FALSE,Sokoto,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,55,2,B55
2026-01-01,2026-01-01,5.0,LOWEST,3,Katsina,North West,5013.8,FALSE,Katsina,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,56,2,B56
2026-01-01,2026-01-01,12.5,HIGHEST,1,Jigawa,North West,14732.1875,FALSE,Jigawa,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,50,10,J50
2026-01-01,2026-01-01,12.5,HIGHEST,2,Abia,South East,14572.9355498434,FALSE,Abia,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,51,10,J51
2026-01-01,2026-01-01,12.5,HIGHEST,3,Akwa Ibom,South South,14474.6233284372,FALSE,Akwa Ibom,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,52,10,J52
2026-01-01,2026-01-01,12.5,LOWEST,1,Bayelsa,South South,12229.6640476633,FALSE,Bayelsa,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,54,10,J54
2026-01-01,2026-01-01,12.5,LOWEST,2,Bauchi,North East,12385,FALSE,Bauchi,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,55,10,J55
2026-01-01,2026-01-01,12.5,LOWEST,3,Sokoto,North West,12520.9,FALSE,Sokoto,1,LPG_Report_Report_Jan2026.zip,GAS PRICE WATCH JANUARY 2026_table.xlsx,LPG JANUARY 2026,56,10,J56
2026-02-01,2026-02-01,5.0,HIGHEST,1,Jigawa,North West,7621.27,FALSE,Jigawa,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,49,4,D49
2026-02-01,2026-02-01,5.0,HIGHEST,2,Kaduna,North West,7542.1,FALSE,Kaduna,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,50,4,D50
2026-02-01,2026-02-01,5.0,HIGHEST,3,Enugu,South East,7349.12,FALSE,Enugu,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,51,4,D51
2026-02-01,2026-02-01,5.0,LOWEST,1,Edo,South South,5854,FALSE,Edo,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,54,4,D54
2026-02-01,2026-02-01,5.0,LOWEST,2,Bayelsa,South South,5954.59,FALSE,Bayelsa,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,55,4,D55
2026-02-01,2026-02-01,5.0,LOWEST,3,Cross River,South South,6289.7,FALSE,Cross River,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,56,4,D56
2026-02-01,2026-02-01,12.5,HIGHEST,1,Jigawa,North West,19053.17,FALSE,Jigawa,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,49,12,L49
2026-02-01,2026-02-01,12.5,HIGHEST,2,Kaduna,North West,18855.25,FALSE,Kaduna,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,50,12,L50
2026-02-01,2026-02-01,12.5,HIGHEST,3,Enugu,South East,18372.79,FALSE,Enugu,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,51,12,L51
2026-02-01,2026-02-01,12.5,LOWEST,1,Edo,South South,14635,FALSE,Edo,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,54,12,L54
2026-02-01,2026-02-01,12.5,LOWEST,2,Bayelsa,South South,14886.48,FALSE,Bayelsa,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,55,12,L55
2026-02-01,2026-02-01,12.5,LOWEST,3,Cross River,South South,15724.26,FALSE,Cross River,1,LPG_Report_Feb-March_2026.zip,GAS PRICE WATCH FEBRUARY 2026_table.xlsx,LPG FEBRUARY 2026,56,12,L56
2026-03-01,2026-03-01,5.0,HIGHEST,1,Kaduna,North West,9212.20886447999,FALSE,Kaduna,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,49,4,D49
2026-03-01,2026-03-01,5.0,HIGHEST,2,Lagos,South West,8909.73073429708,FALSE,Lagos,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,50,4,D50
2026-03-01,2026-03-01,5.0,HIGHEST,3,Taraba,North East,8802.77836523266,FALSE,Taraba,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,51,4,D51
2026-03-01,2026-03-01,5.0,LOWEST,1,Bauchi,North East,6295.40119291,FALSE,Bauchi,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,54,4,D54
2026-03-01,2026-03-01,5.0,LOWEST,2,Osun,South West,6457.35288010168,FALSE,Osun,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,55,4,D55
2026-03-01,2026-03-01,5.0,LOWEST,3,Ondo,South West,6598.09835961209,FALSE,Ondo,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,56,4,D56
2026-03-01,2026-03-01,12.5,HIGHEST,1,Nasarawa,North Central,23418.1170690619,FALSE,Nasarawa,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,49,12,L49
2026-03-01,2026-03-01,12.5,HIGHEST,2,Kaduna,North West,23030.5221612,FALSE,Kaduna,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,50,12,L50
2026-03-01,2026-03-01,12.5,HIGHEST,3,Akwa Ibom,South South,22816.7420956204,FALSE,Akwa Ibom,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,51,12,L51
2026-03-01,2026-03-01,12.5,LOWEST,1,Bauchi,North East,15738.502982275,FALSE,Bauchi,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,54,12,L54
2026-03-01,2026-03-01,12.5,LOWEST,2,Osun,South West,16143.3822002542,FALSE,Osun,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,55,12,L55
2026-03-01,2026-03-01,12.5,LOWEST,3,Ondo,South West,16495.2458990302,FALSE,Ondo,1,LPG_Report_Feb-March_2026.zip,GAS Price Watch March_2026_table.xlsx,Sheet1,56,12,L56
2026-04-01,2026-04-01,5.0,HIGHEST,1,Lagos,South West,9745.101279450946,FALSE,Lagos,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,49,4,D49
2026-04-01,2026-04-01,5.0,HIGHEST,2,Nasarawa,North Central,9451.703936309907,FALSE,Nasarawa,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,50,4,D50
2026-04-01,2026-04-01,5.0,HIGHEST,3,Bayelsa,South South,9422.736866105772,FALSE,Bayelsa,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,51,4,D51
2026-04-01,2026-04-01,5.0,LOWEST,1,Anambra,South East,7204.75860460206,FALSE,Anambra,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,54,4,D54
2026-04-01,2026-04-01,5.0,LOWEST,2,Ondo,South West,7239.4902033099,FALSE,Ondo,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,55,4,D55
2026-04-01,2026-04-01,5.0,LOWEST,3,Ogun,South West,7825.745145043221,FALSE,Ogun,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,56,4,D56
2026-04-01,2026-04-01,12.5,HIGHEST,1,Katsina,North West,25596.71260873459,FALSE,Katsina,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,49,12,L49
2026-04-01,2026-04-01,12.5,HIGHEST,2,Kogi,North Central,24558.248782257942,FALSE,Kogi,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,50,12,L50
2026-04-01,2026-04-01,12.5,HIGHEST,3,Gombe,North East,24438.969210722225,FALSE,Gombe,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,51,12,L51
2026-04-01,2026-04-01,12.5,LOWEST,1,Ogun,South West,19564.362862608054,FALSE,Ogun,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,54,12,L54
2026-04-01,2026-04-01,12.5,LOWEST,2,Bauchi,North East,20178.8694051415,FALSE,Bauchi,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,55,12,L55
2026-04-01,2026-04-01,12.5,LOWEST,3,Anambra,South East,20511.89651150515,FALSE,Anambra,1,LPG_Report_APR26.zip,GAS PRICE WATCH APRIL 2026_table.xlsx,Sheet1,56,12,L56
