release_month,observation_month,geography_type,geography_name,geography_raw_label,state,zone,is_aggregate,price_ngn_per_litre,unit,source_period_label,is_primary_release,source_anomaly,header_row_used,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-04-01,2025-04-01,STATE,Yobe,Yobe,Yobe,North East,FALSE,1600,NGN per litre,2025-04-14,TRUE,,1,Diesel_Report_April_2025.xlsx,,DIESEL APRIL 2025,16,4,D16
2025-04-01,2025-04-01,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,1503.2857142857142,NGN per litre,2025-04-14,TRUE,,1,Diesel_Report_April_2025.xlsx,,DIESEL APRIL 2025,24,4,D24
2025-04-01,2025-04-01,ZONE,North Central,NORTH CENTRAL,,North Central,TRUE,1867.9676395942708,NGN per litre,2025-04-14,TRUE,,1,Diesel_Report_April_2025.xlsx,,DIESEL APRIL 2025,2,4,D2
2025-04-01,2025-04-01,ZONE,North East,NORTH EAST,,North East,TRUE,1730.6312333333335,NGN per litre,2025-04-14,TRUE,,1,Diesel_Report_April_2025.xlsx,,DIESEL APRIL 2025,10,4,D10
2025-04-01,2025-04-01,ZONE,North West,NORTH WEST,,North West,TRUE,1722.1115598246993,NGN per litre,2025-04-14,TRUE,,1,Diesel_Report_April_2025.xlsx,,DIESEL APRIL 2025,17,4,D17
2025-04-01,2025-04-01,ZONE,South East,SOUTH EAST,,South East,TRUE,1631.0829184477939,NGN per litre,2025-04-14,TRUE,,1,Diesel_Report_April_2025.xlsx,,DIESEL APRIL 2025,25,4,D25
2025-04-01,2025-04-01,ZONE,South South,SOUTH SOUTH,,South South,TRUE,1832.3931957523148,NGN per litre,2025-04-14,TRUE,,1,Diesel_Report_April_2025.xlsx,,DIESEL APRIL 2025,31,4,D31
2025-04-01,2025-04-01,ZONE,South West,SOUTH WEST,,South West,TRUE,1511.1094847222223,NGN per litre,2025-04-14,TRUE,,1,Diesel_Report_April_2025.xlsx,,DIESEL APRIL 2025,38,4,D38
2025-04-01,2025-04-01,NATIONAL,Nigeria,NATIONAL,,,TRUE,1722.4533100275403,NGN per litre,2025-04-14,TRUE,,1,Diesel_Report_April_2025.xlsx,,DIESEL APRIL 2025,45,4,D45
2025-05-01,2024-05-01,STATE,Abia,Abia,Abia,South East,FALSE,1396.4178641183037,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,26,2,B26
2025-05-01,2024-05-01,STATE,Abuja,Abuja,Abuja,North Central,FALSE,1254,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,3,2,B3
2025-05-01,2024-05-01,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,1709,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,11,2,B11
2025-05-01,2024-05-01,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,1450,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,32,2,B32
2025-05-01,2024-05-01,STATE,Anambra,Anambra,Anambra,South East,FALSE,1442.6470588235295,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,27,2,B27
2025-05-01,2024-05-01,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,1657.22971191406,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,12,2,B12
2025-05-01,2024-05-01,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,1435,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,33,2,B33
2025-05-01,2024-05-01,STATE,Benue,Benue,Benue,North Central,FALSE,1500,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,4,2,B4
2025-05-01,2024-05-01,STATE,Borno,Borno,Borno,North East,FALSE,1592.361111111111,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,13,2,B13
2025-05-01,2024-05-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,1625,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,34,2,B34
2025-05-01,2024-05-01,STATE,Delta,Delta,Delta,South South,FALSE,1511,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,35,2,B35
2025-05-01,2024-05-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,1320,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,28,2,B28
2025-05-01,2024-05-01,STATE,Edo,Edo,Edo,South South,FALSE,1347.142857142857,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,36,2,B36
2025-05-01,2024-05-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,1300,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,39,2,B39
2025-05-01,2024-05-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,1538.1818181818182,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,29,2,B29
2025-05-01,2024-05-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,1443.75,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,14,2,B14
2025-05-01,2024-05-01,STATE,Imo,Imo,Imo,South East,FALSE,1545.1647658575148,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,30,2,B30
2025-05-01,2024-05-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,1283.3333333333333,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,18,2,B18
2025-05-01,2024-05-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,1327.5,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,19,2,B19
2025-05-01,2024-05-01,STATE,Kano,Kano,Kano,North West,FALSE,1153.3333333333333,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,20,2,B20
2025-05-01,2024-05-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,1293.75,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,21,2,B21
2025-05-01,2024-05-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,1253.3333333333333,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,22,2,B22
2025-05-01,2024-05-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,1241.8696581196593,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,5,2,B5
2025-05-01,2024-05-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,1307.9801587301586,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,6,2,B6
2025-05-01,2024-05-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,1299.5454545454545,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,40,2,B40
2025-05-01,2024-05-01,STATE,Nasarawa,Nassarawa,Nasarawa,North Central,FALSE,1453.125,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,7,2,B7
2025-05-01,2024-05-01,STATE,Niger,Niger,Niger,North Central,FALSE,1140.1983333333333,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,8,2,B8
2025-05-01,2024-05-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,1264.2857142857142,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,41,2,B41
2025-05-01,2024-05-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,1325.8333333333333,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,42,2,B42
2025-05-01,2024-05-01,STATE,Osun,Osun,Osun,South West,FALSE,1395,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,43,2,B43
2025-05-01,2024-05-01,STATE,Oyo,Oyo,Oyo,South West,FALSE,1236.923076923077,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,44,2,B44
2025-05-01,2024-05-01,STATE,Plateau,Plateau,Plateau,North Central,FALSE,1287.235,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,9,2,B9
2025-05-01,2024-05-01,STATE,Rivers,Rivers,Rivers,South South,FALSE,1375,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,37,2,B37
2025-05-01,2024-05-01,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,1675,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,23,2,B23
2025-05-01,2024-05-01,STATE,Taraba,Taraba,Taraba,North East,FALSE,1636.2237548828125,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,15,2,B15
2025-05-01,2024-05-01,STATE,Yobe,Yobe,Yobe,North East,FALSE,1596.8964320591517,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,16,2,B16
2025-05-01,2024-05-01,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,1333.3333333333333,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,24,2,B24
2025-05-01,2024-05-01,ZONE,North Central,NORTH CENTRAL,,North Central,TRUE,1312.0583071690216,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,2,2,B2
2025-05-01,2024-05-01,ZONE,North East,NORTH EAST,,North East,TRUE,1605.910168327856,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,10,2,B10
2025-05-01,2024-05-01,ZONE,North West,NORTH WEST,,North West,TRUE,1331.3690476190475,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,17,2,B17
2025-05-01,2024-05-01,ZONE,South East,SOUTH EAST,,South East,TRUE,1448.4823013962332,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,25,2,B25
2025-05-01,2024-05-01,ZONE,South South,SOUTH SOUTH,,South South,TRUE,1457.1904761904761,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,31,2,B31
2025-05-01,2024-05-01,ZONE,South West,SOUTH WEST,,South West,TRUE,1303.59792984793,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,38,2,B38
2025-05-01,2024-05-01,NATIONAL,Nigeria,NATIONAL,,,TRUE,1403.9620118025737,NGN per litre,2024-05-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,45,2,B45
2025-05-01,2025-04-01,STATE,Abia,Abia,Abia,South East,FALSE,1786.8504675776,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,26,3,C26
2025-05-01,2025-04-01,STATE,Abuja,Abuja,Abuja,North Central,FALSE,1764.1666666666667,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,3,3,C3
2025-05-01,2025-04-01,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,2284.3199999999997,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,11,3,C11
2025-05-01,2025-04-01,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,1693.526785625,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,32,3,C32
2025-05-01,2025-04-01,STATE,Anambra,Anambra,Anambra,South East,FALSE,1359.27497685185,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,27,3,C27
2025-05-01,2025-04-01,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,1824.47,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,12,3,C12
2025-05-01,2025-04-01,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,1868.4,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,33,3,C33
2025-05-01,2025-04-01,STATE,Benue,Benue,Benue,North Central,FALSE,2419.30230769231,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,4,3,C4
2025-05-01,2025-04-01,STATE,Borno,Borno,Borno,North East,FALSE,1400,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,13,3,C13
2025-05-01,2025-04-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,2009.1875,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,34,3,C34
2025-05-01,2025-04-01,STATE,Delta,Delta,Delta,South South,FALSE,1660.5252,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,35,3,C35
2025-05-01,2025-04-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,1564.70033828571,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,28,3,C28
2025-05-01,2025-04-01,STATE,Edo,Edo,Edo,South South,FALSE,1909.8577333333333,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,36,3,C36
2025-05-01,2025-04-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,1517.884375,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,39,3,C39
2025-05-01,2025-04-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,1778.7416666666668,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,29,3,C29
2025-05-01,2025-04-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,1375,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,14,3,C14
2025-05-01,2025-04-01,STATE,Imo,Imo,Imo,South East,FALSE,1665.847142857143,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,30,3,C30
2025-05-01,2025-04-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,1644.33258333333,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,18,3,C18
2025-05-01,2025-04-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,1867.6980000000003,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,19,3,C19
2025-05-01,2025-04-01,STATE,Kano,Kano,Kano,North West,FALSE,2003.29784615385,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,20,3,C20
2025-05-01,2025-04-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,1780.9,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,21,3,C21
2025-05-01,2025-04-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,1661.516775,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,22,3,C22
2025-05-01,2025-04-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,1300,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,5,3,C5
2025-05-01,2025-04-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,1559.4052509375,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,6,3,C6
2025-05-01,2025-04-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,1489.6879999999999,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,40,3,C40
2025-05-01,2025-04-01,STATE,Nasarawa,Nassarawa,Nasarawa,North Central,FALSE,1931.3750269779998,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,7,3,C7
2025-05-01,2025-04-01,STATE,Niger,Niger,Niger,North Central,FALSE,1896.39694089375,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,8,3,C8
2025-05-01,2025-04-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,1463.2175000000002,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,41,3,C41
2025-05-01,2025-04-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,1313.3333333333333,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,42,3,C42
2025-05-01,2025-04-01,STATE,Osun,Osun,Osun,South West,FALSE,1759.62795,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,43,3,C43
2025-05-01,2025-04-01,STATE,Oyo,Oyo,Oyo,South West,FALSE,1522.9057500000001,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,44,3,C44
2025-05-01,2025-04-01,STATE,Plateau,Plateau,Plateau,North Central,FALSE,2205.12728399167,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,9,3,C9
2025-05-01,2025-04-01,STATE,Rivers,Rivers,Rivers,South South,FALSE,1852.8619555555556,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,37,3,C37
2025-05-01,2025-04-01,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,1593.75,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,23,3,C23
2025-05-01,2025-04-01,STATE,Taraba,Taraba,Taraba,North East,FALSE,1899.9974000000002,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,15,3,C15
2025-05-01,2025-04-01,STATE,Yobe,Yobe,Yobe,North East,FALSE,1600,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,16,3,C16
2025-05-01,2025-04-01,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,1503.2857142857142,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,24,3,C24
2025-05-01,2025-04-01,ZONE,North Central,NORTH CENTRAL,,North Central,TRUE,1867.9676395942708,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,2,3,C2
2025-05-01,2025-04-01,ZONE,North East,NORTH EAST,,North East,TRUE,1730.6312333333335,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,10,3,C10
2025-05-01,2025-04-01,ZONE,North West,NORTH WEST,,North West,TRUE,1722.1115598246993,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,17,3,C17
2025-05-01,2025-04-01,ZONE,South East,SOUTH EAST,,South East,TRUE,1631.0829184477939,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,25,3,C25
2025-05-01,2025-04-01,ZONE,South South,SOUTH SOUTH,,South South,TRUE,1832.3931957523148,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,31,3,C31
2025-05-01,2025-04-01,ZONE,South West,SOUTH WEST,,South West,TRUE,1511.1094847222223,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,38,3,C38
2025-05-01,2025-04-01,NATIONAL,Nigeria,NATIONAL,,,TRUE,1722.4533100275403,NGN per litre,2025-04-14,FALSE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,45,3,C45
2025-05-01,2025-05-01,STATE,Abia,Abia,Abia,South East,FALSE,1729.79850498381,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,26,4,D26
2025-05-01,2025-05-01,STATE,Abuja,Abuja,Abuja,North Central,FALSE,1800.16666666667,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,3,4,D3
2025-05-01,2025-05-01,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,2350.3199999999997,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,11,4,D11
2025-05-01,2025-05-01,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,1666.1899999175,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,32,4,D32
2025-05-01,2025-05-01,STATE,Anambra,Anambra,Anambra,South East,FALSE,1361.016975,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,27,4,D27
2025-05-01,2025-05-01,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,1852.9601,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,12,4,D12
2025-05-01,2025-05-01,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,1915.472,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,33,4,D33
2025-05-01,2025-05-01,STATE,Benue,Benue,Benue,North Central,FALSE,2441.46187692308,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,4,4,D4
2025-05-01,2025-05-01,STATE,Borno,Borno,Borno,North East,FALSE,1446.9099999999999,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,13,4,D13
2025-05-01,2025-05-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,2028.3375,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,34,4,D34
2025-05-01,2025-05-01,STATE,Delta,Delta,Delta,South South,FALSE,1710.167216,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,35,4,D35
2025-05-01,2025-05-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,1533.73350820571,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,28,4,D28
2025-05-01,2025-05-01,STATE,Edo,Edo,Edo,South South,FALSE,1962.646352,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,36,4,D36
2025-05-01,2025-05-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,1551.310125,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,39,4,D39
2025-05-01,2025-05-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,1921.0410000000002,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,29,4,D29
2025-05-01,2025-05-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,1385,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,14,4,D14
2025-05-01,2025-05-01,STATE,Imo,Imo,Imo,South East,FALSE,1616.06134285714,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,30,4,D30
2025-05-01,2025-05-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,1655.22995875,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,18,4,D18
2025-05-01,2025-05-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,1979.736,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,19,4,D19
2025-05-01,2025-05-01,STATE,Kano,Kano,Kano,North West,FALSE,2028.69350769231,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,20,4,D20
2025-05-01,2025-05-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,1902.5737500000002,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,21,4,D21
2025-05-01,2025-05-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,1753.9358375,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,22,4,D22
2025-05-01,2025-05-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,1360,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,5,4,D5
2025-05-01,2025-05-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,1700.7826710125,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,6,4,D6
2025-05-01,2025-05-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,1458.25748,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,40,4,D40
2025-05-01,2025-05-01,STATE,Nasarawa,Nassarawa,Nasarawa,North Central,FALSE,2006.58962812184,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,7,4,D7
2025-05-01,2025-05-01,STATE,Niger,Niger,Niger,North Central,FALSE,1932.79576228375,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,8,4,D8
2025-05-01,2025-05-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,1504.44156666667,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,41,4,D41
2025-05-01,2025-05-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,1318.4,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,42,4,D42
2025-05-01,2025-05-01,STATE,Osun,Osun,Osun,South West,FALSE,1843.040572222222,NGN per litre,2025-05-14,TRUE,,1,Diesel_Report_May_2025.xlsx,,DIESEL MAY 2025,43,4,D43
