observation_month,release_month,item_code,item_label,item_label_raw,unit,unit_source,geography_type,zone,zone_raw_label,avg_price_ngn,value_status,observation_month_basis,source_anomaly,header_row_used,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-10-01,2025-10-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,ZONE,South West,SOUTH WEST,3038.7881527777786,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,40,7,G40
2025-10-01,2025-10-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,North Central,NORTH CENTRAL,1898.1041607710717,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,41,2,B41
2025-10-01,2025-10-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,North East,NORTH EAST,1866.624369060567,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,41,3,C41
2025-10-01,2025-10-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,North West,NORTH WEST,1563.2416811842043,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,41,4,D41
2025-10-01,2025-10-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,South East,SOUTH EAST,2541.050259798298,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,41,5,E41
2025-10-01,2025-10-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,South South,SOUTH SOUTH,2464.7506382539677,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,41,6,F41
2025-10-01,2025-10-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,South West,SOUTH WEST,2302.381,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,41,7,G41
2025-10-01,2025-10-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,North Central,NORTH CENTRAL,4001.8694839901796,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,42,2,B42
2025-10-01,2025-10-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,North East,NORTH EAST,3722.708407209166,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,42,3,C42
2025-10-01,2025-10-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,North West,NORTH WEST,3547.2491843059515,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,42,4,D42
2025-10-01,2025-10-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,South East,SOUTH EAST,4278.225322770514,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,42,5,E42
2025-10-01,2025-10-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,South South,SOUTH SOUTH,3740.0987738888884,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,42,6,F42
2025-10-01,2025-10-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,South West,SOUTH WEST,3516.344261904762,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,42,7,G42
2025-10-01,2025-10-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,North Central,NORTH CENTRAL,1637.0873339040227,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,43,2,B43
2025-10-01,2025-10-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,North East,NORTH EAST,1929.9686675829578,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,43,3,C43
2025-10-01,2025-10-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,North West,NORTH WEST,1979.0632980440193,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,43,4,D43
2025-10-01,2025-10-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,South East,SOUTH EAST,2439.174540372634,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,43,5,E43
2025-10-01,2025-10-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,South South,SOUTH SOUTH,2467.585018616767,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,43,6,F43
2025-10-01,2025-10-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,South West,SOUTH WEST,1831.2652714346032,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food Report_Oct25.zip,selected food table October25.xlsx,Zone All item,43,7,G43
2025-08-01,2025-08-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,North Central,NORTH CENTRAL,255.65914391380184,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,2,2,B2
2025-08-01,2025-08-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,North East,NORTH EAST,243.74909722222228,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,2,3,C2
2025-08-01,2025-08-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,North West,NORTH WEST,243.7046462585024,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,2,4,D2
2025-08-01,2025-08-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,South East,SOUTH EAST,280.55,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,2,5,E2
2025-08-01,2025-08-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,South South,SOUTH SOUTH,261.78567460317464,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,2,6,F2
2025-08-01,2025-08-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,South West,SOUTH WEST,248.71244345238097,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,2,7,G2
2025-08-01,2025-08-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,ZONE,North Central,NORTH CENTRAL,5858.516647046243,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,3,2,B3
2025-08-01,2025-08-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,ZONE,North East,NORTH EAST,6032.505972222222,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,3,3,C3
2025-08-01,2025-08-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,ZONE,North West,NORTH WEST,5604.116814471244,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,3,4,D3
2025-08-01,2025-08-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,ZONE,South East,SOUTH EAST,6864.2,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,3,5,E3
2025-08-01,2025-08-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,ZONE,South South,SOUTH SOUTH,6177.034563492063,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,3,6,F3
2025-08-01,2025-08-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,ZONE,South West,SOUTH WEST,5944.315454365079,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,3,7,G3
2025-08-01,2025-08-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,ZONE,North Central,NORTH CENTRAL,1655.1869705561228,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,4,2,B4
2025-08-01,2025-08-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,ZONE,North East,NORTH EAST,1747.587492616496,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,4,3,C4
2025-08-01,2025-08-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,ZONE,North West,NORTH WEST,1425.4797873157772,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,4,4,D4
2025-08-01,2025-08-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,ZONE,South East,SOUTH EAST,2241.5682291905996,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,4,5,E4
2025-08-01,2025-08-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,ZONE,South South,SOUTH SOUTH,2044.7487726412403,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,4,6,F4
2025-08-01,2025-08-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,ZONE,South West,SOUTH WEST,2140.4615655150883,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,4,7,G4
2025-08-01,2025-08-01,BEANS_WHITE,Beans white,Beans white,,,ZONE,North Central,NORTH CENTRAL,1590.9049053901585,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,5,2,B5
2025-08-01,2025-08-01,BEANS_WHITE,Beans white,Beans white,,,ZONE,North East,NORTH EAST,1552.4709271461907,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,5,3,C5
2025-08-01,2025-08-01,BEANS_WHITE,Beans white,Beans white,,,ZONE,North West,NORTH WEST,1281.5958262050044,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,5,4,D5
2025-08-01,2025-08-01,BEANS_WHITE,Beans white,Beans white,,,ZONE,South East,SOUTH EAST,2100.141463733482,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,5,5,E5
2025-08-01,2025-08-01,BEANS_WHITE,Beans white,Beans white,,,ZONE,South South,SOUTH SOUTH,1885.9889938734043,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,5,6,F5
2025-08-01,2025-08-01,BEANS_WHITE,Beans white,Beans white,,,ZONE,South West,SOUTH WEST,1727.5992362058162,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,5,7,G5
2025-08-01,2025-08-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,ZONE,North Central,NORTH CENTRAL,6397.5000311785825,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,6,2,B6
2025-08-01,2025-08-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,ZONE,North East,NORTH EAST,7360.270679824563,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,6,3,C6
2025-08-01,2025-08-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,ZONE,North West,NORTH WEST,5691.2686696014,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,6,4,D6
2025-08-01,2025-08-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,ZONE,South East,SOUTH EAST,8672.459453565516,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,6,5,E6
2025-08-01,2025-08-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,ZONE,South South,SOUTH SOUTH,7091.036812366337,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,6,6,F6
2025-08-01,2025-08-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,ZONE,South West,SOUTH WEST,6521.840194254251,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,6,7,G6
2025-08-01,2025-08-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,North Central,NORTH CENTRAL,1756.2408032246458,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,7,2,B7
2025-08-01,2025-08-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,North East,NORTH EAST,1450,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,7,3,C7
2025-08-01,2025-08-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,North West,NORTH WEST,1654.5714285714287,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,7,4,D7
2025-08-01,2025-08-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,South East,SOUTH EAST,1687.4844014437779,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,7,5,E7
2025-08-01,2025-08-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,South South,SOUTH SOUTH,1671.6666666666667,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,7,6,F7
2025-08-01,2025-08-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,South West,SOUTH WEST,1725,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,7,7,G7
2025-08-01,2025-08-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,North Central,NORTH CENTRAL,1665.2398823066487,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,8,2,B8
2025-08-01,2025-08-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,North East,NORTH EAST,1319.3663888888884,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,8,3,C8
2025-08-01,2025-08-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,North West,NORTH WEST,1666.3880022727274,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,8,4,D8
2025-08-01,2025-08-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,South East,SOUTH EAST,1571.2241450771976,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,8,5,E8
2025-08-01,2025-08-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,South South,SOUTH SOUTH,1683.6497023809534,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,8,6,F8
2025-08-01,2025-08-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,ZONE,South West,SOUTH WEST,1396.9046182539685,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,8,7,G8
2025-08-01,2025-08-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,ZONE,North Central,NORTH CENTRAL,1604.2462965852244,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,9,2,B9
2025-08-01,2025-08-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,ZONE,North East,NORTH EAST,1517.9427777777776,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,9,3,C9
2025-08-01,2025-08-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,ZONE,North West,NORTH WEST,1537.7454067953956,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,9,4,D9
2025-08-01,2025-08-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,ZONE,South East,SOUTH EAST,2475.2927896503056,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,9,5,E9
2025-08-01,2025-08-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,ZONE,South South,SOUTH SOUTH,2378.70180525605,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,9,6,F9
2025-08-01,2025-08-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,ZONE,South West,SOUTH WEST,2124.448190158756,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,9,7,G9
2025-08-01,2025-08-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,ZONE,North Central,NORTH CENTRAL,6880.167267555866,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,10,2,B10
2025-08-01,2025-08-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,ZONE,North East,NORTH EAST,5966.2037037037035,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,10,3,C10
2025-08-01,2025-08-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,ZONE,North West,NORTH WEST,4714.69619047619,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,10,4,D10
2025-08-01,2025-08-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,ZONE,South East,SOUTH EAST,6604.853735491949,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,10,5,E10
2025-08-01,2025-08-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,ZONE,South South,SOUTH SOUTH,5925.395564443316,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,10,6,F10
2025-08-01,2025-08-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,ZONE,South West,SOUTH WEST,5665,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,10,7,G10
2025-08-01,2025-08-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,ZONE,North Central,NORTH CENTRAL,4192.364074048923,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,11,2,B11
2025-08-01,2025-08-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,ZONE,North East,NORTH EAST,2691.6666666666665,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,11,3,C11
2025-08-01,2025-08-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,ZONE,North West,NORTH WEST,2622.8616246498596,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,11,4,D11
2025-08-01,2025-08-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,ZONE,South East,SOUTH EAST,3709.9686534896964,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,11,5,E11
2025-08-01,2025-08-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,ZONE,South South,SOUTH SOUTH,4288.430671370082,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,11,6,F11
2025-08-01,2025-08-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,ZONE,South West,SOUTH WEST,4803.406927063613,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,11,7,G11
2025-08-01,2025-08-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,ZONE,North Central,NORTH CENTRAL,6329.071155361969,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,12,2,B12
2025-08-01,2025-08-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,ZONE,North East,NORTH EAST,4904.5,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,SELECTED_FOOD_PRICES_AUG_SEPT_2025.zip,selected food table August-25.xlsx,Zone All item,12,3,C12
