release_month,observation_month,transport_mode,transport_mode_raw,geography_type,geography_name,geography_raw_label,zone,is_aggregate,fare_ngn,unit,source_period_label,period_position,is_primary_release,source_anomaly,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-02-01,2025-02-01,AIR,Air fare charg.for specified routes single journey,ZONE,South East,SOUTH EAST,South East,TRUE,125440,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,6,4,D6
2025-02-01,2025-02-01,AIR,Air fare charg.for specified routes single journey,ZONE,South South,SOUTH SOUTH,South South,TRUE,126343.88888888899,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,7,4,D7
2025-02-01,2025-02-01,AIR,Air fare charg.for specified routes single journey,ZONE,South West,SOUTH WEST,South West,TRUE,129521.90545949999,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,8,4,D8
2025-02-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",NATIONAL,Nigeria,"Bus journey intercity, state route, charg. per per",,TRUE,7640.340994821195,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,9,4,D9
2025-02-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North Central,NORTH CENTRAL,North Central,TRUE,7540.2649977142855,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,10,4,D10
2025-02-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North East,NORTH EAST,North East,TRUE,7281.666666666667,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,11,4,D11
2025-02-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North West,NORTH WEST,North West,TRUE,7310.664682539683,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,12,4,D12
2025-02-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South East,SOUTH EAST,South East,TRUE,8202.856729973335,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,13,4,D13
2025-02-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South South,SOUTH SOUTH,South South,TRUE,7468.465608451322,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,14,4,D14
2025-02-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South West,SOUTH WEST,South West,TRUE,8203.505291005296,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,15,4,D15
2025-02-01,2025-02-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",NATIONAL,Nigeria,"Bus journey within  city , per  drop constant  rou",,TRUE,943.6756756756756,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,16,4,D16
2025-02-01,2025-02-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North Central,NORTH CENTRAL,North Central,TRUE,973.5714285714286,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,17,4,D17
2025-02-01,2025-02-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North East,NORTH EAST,North East,TRUE,921.3333333333334,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,18,4,D18
2025-02-01,2025-02-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North West,NORTH WEST,North West,TRUE,936.1428571428571,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,19,4,D19
2025-02-01,2025-02-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South East,SOUTH EAST,South East,TRUE,925,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,20,4,D20
2025-02-01,2025-02-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South South,SOUTH SOUTH,South South,TRUE,898.3333333333334,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,21,4,D21
2025-02-01,2025-02-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South West,SOUTH WEST,South West,TRUE,1000.8333333333334,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,22,4,D22
2025-02-01,2025-02-01,OKADA,Journey by motorcycle (okada) per drop,NATIONAL,Nigeria,Journey by motorcycle (okada) per drop,,TRUE,600.9271803315316,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,23,4,D23
2025-02-01,2025-02-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,605.6417887619048,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,24,4,D24
2025-02-01,2025-02-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North East,NORTH EAST,North East,TRUE,628.5416666666666,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,25,4,D25
2025-02-01,2025-02-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North West,NORTH WEST,North West,TRUE,547.7380952380953,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,26,4,D26
2025-02-01,2025-02-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South East,SOUTH EAST,South East,TRUE,561.1173921,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,27,4,D27
2025-02-01,2025-02-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South South,SOUTH SOUTH,South South,TRUE,594.4444444444445,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,28,4,D28
2025-02-01,2025-02-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South West,SOUTH WEST,South West,TRUE,669.5238095166667,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,29,4,D29
2025-02-01,2025-02-01,WATER,Water transport : water way passenger  transportat,NATIONAL,Nigeria,Water transport : water way passenger  transportat,,TRUE,1593.0213963963965,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,30,4,D30
2025-02-01,2025-02-01,WATER,Water transport : water way passenger  transportat,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,1160,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,31,4,D31
2025-02-01,2025-02-01,WATER,Water transport : water way passenger  transportat,ZONE,North East,NORTH EAST,North East,TRUE,927.5,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,32,4,D32
2025-02-01,2025-02-01,WATER,Water transport : water way passenger  transportat,ZONE,North West,NORTH WEST,North West,TRUE,1052.982142857143,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,33,4,D33
2025-02-01,2025-02-01,WATER,Water transport : water way passenger  transportat,ZONE,South East,SOUTH EAST,South East,TRUE,1128,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,34,4,D34
2025-02-01,2025-02-01,WATER,Water transport : water way passenger  transportat,ZONE,South South,SOUTH SOUTH,South South,TRUE,3824.3194444444453,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,35,4,D35
2025-02-01,2025-02-01,WATER,Water transport : water way passenger  transportat,ZONE,South West,SOUTH WEST,South West,TRUE,1550,NGN per journey,Average of Feb-25,CURRENT_MONTH,TRUE,,TRANSPORT_COST_Watch_FEB_2025.xlsx,,Transport February 2025,36,4,D36
2025-03-01,2024-03-01,AIR,Air fare charg.for specified routes single journey,NATIONAL,Nigeria,Air fare charg.for specified routes single journey,,TRUE,88964.86486486487,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,2,2,B2
2025-03-01,2024-03-01,AIR,Air fare charg.for specified routes single journey,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,84214.28571428571,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,3,2,B3
2025-03-01,2024-03-01,AIR,Air fare charg.for specified routes single journey,ZONE,North East,NORTH EAST,North East,TRUE,89283.33333333333,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,4,2,B4
2025-03-01,2024-03-01,AIR,Air fare charg.for specified routes single journey,ZONE,North West,NORTH WEST,North West,TRUE,91785.71428571429,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,5,2,B5
2025-03-01,2024-03-01,AIR,Air fare charg.for specified routes single journey,ZONE,South East,SOUTH EAST,South East,TRUE,86200,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,6,2,B6
2025-03-01,2024-03-01,AIR,Air fare charg.for specified routes single journey,ZONE,South South,SOUTH SOUTH,South South,TRUE,90666.66666666667,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,7,2,B7
2025-03-01,2024-03-01,AIR,Air fare charg.for specified routes single journey,ZONE,South West,SOUTH WEST,South West,TRUE,91500,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,8,2,B8
2025-03-01,2024-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",NATIONAL,Nigeria,"Bus journey intercity, state route, charg. per per",,TRUE,7152.972972972973,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,9,2,B9
2025-03-01,2024-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North Central,NORTH CENTRAL,North Central,TRUE,6814.285714285715,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,10,2,B10
2025-03-01,2024-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North East,NORTH EAST,North East,TRUE,7050,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,11,2,B11
2025-03-01,2024-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North West,NORTH WEST,North West,TRUE,7018.571428571428,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,12,2,B12
2025-03-01,2024-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South East,SOUTH EAST,South East,TRUE,7440,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,13,2,B13
2025-03-01,2024-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South South,SOUTH SOUTH,South South,TRUE,7738.333333333333,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,14,2,B14
2025-03-01,2024-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South West,SOUTH WEST,South West,TRUE,6983.333333333333,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,15,2,B15
2025-03-01,2024-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",NATIONAL,Nigeria,"Bus journey within  city , per  drop constant  rou",,TRUE,969.3243243243244,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,16,2,B16
2025-03-01,2024-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North Central,NORTH CENTRAL,North Central,TRUE,962.8571428571429,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,17,2,B17
2025-03-01,2024-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North East,NORTH EAST,North East,TRUE,986.6666666666666,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,18,2,B18
2025-03-01,2024-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North West,NORTH WEST,North West,TRUE,960,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,19,2,B19
2025-03-01,2024-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South East,SOUTH EAST,South East,TRUE,916,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,20,2,B20
2025-03-01,2024-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South South,SOUTH SOUTH,South South,TRUE,1000.8333333333334,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,21,2,B21
2025-03-01,2024-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South West,SOUTH WEST,South West,TRUE,983.3333333333334,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,22,2,B22
2025-03-01,2024-03-01,OKADA,Journey by motorcycle (okada) per drop,NATIONAL,Nigeria,Journey by motorcycle (okada) per drop,,TRUE,472.1621621621622,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,23,2,B23
2025-03-01,2024-03-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,458.57142857142856,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,24,2,B24
2025-03-01,2024-03-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North East,NORTH EAST,North East,TRUE,509.1666666666667,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,25,2,B25
2025-03-01,2024-03-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North West,NORTH WEST,North West,TRUE,416.42857142857144,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,26,2,B26
2025-03-01,2024-03-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South East,SOUTH EAST,South East,TRUE,455,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,27,2,B27
2025-03-01,2024-03-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South South,SOUTH SOUTH,South South,TRUE,458.3333333333333,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,28,2,B28
2025-03-01,2024-03-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South West,SOUTH WEST,South West,TRUE,544.1666666666666,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,29,2,B29
2025-03-01,2024-03-01,WATER,Water transport : water way passenger  transportat,NATIONAL,Nigeria,Water transport : water way passenger  transportat,,TRUE,1384.3243243243244,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,30,2,B30
2025-03-01,2024-03-01,WATER,Water transport : water way passenger  transportat,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,988.5714285714286,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,31,2,B31
2025-03-01,2024-03-01,WATER,Water transport : water way passenger  transportat,ZONE,North East,NORTH EAST,North East,TRUE,768.3333333333334,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,32,2,B32
2025-03-01,2024-03-01,WATER,Water transport : water way passenger  transportat,ZONE,North West,NORTH WEST,North West,TRUE,840,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,33,2,B33
2025-03-01,2024-03-01,WATER,Water transport : water way passenger  transportat,ZONE,South East,SOUTH EAST,South East,TRUE,922,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,34,2,B34
2025-03-01,2024-03-01,WATER,Water transport : water way passenger  transportat,ZONE,South South,SOUTH SOUTH,South South,TRUE,3500,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,35,2,B35
2025-03-01,2024-03-01,WATER,Water transport : water way passenger  transportat,ZONE,South West,SOUTH WEST,South West,TRUE,1366.6666666666667,NGN per journey,Average of Mar-24,YEAR_AGO,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,36,2,B36
2025-03-01,2025-02-01,AIR,Air fare charg.for specified routes single journey,NATIONAL,Nigeria,Air fare charg.for specified routes single journey,,TRUE,126586.38375263065,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,2,3,C2
2025-03-01,2025-02-01,AIR,Air fare charg.for specified routes single journey,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,127574.49039385714,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,3,3,C3
2025-03-01,2025-02-01,AIR,Air fare charg.for specified routes single journey,ZONE,North East,NORTH EAST,North East,TRUE,128163.33333333333,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,4,3,C4
2025-03-01,2025-02-01,AIR,Air fare charg.for specified routes single journey,ZONE,North West,NORTH WEST,North West,TRUE,122757.14285714286,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,5,3,C5
2025-03-01,2025-02-01,AIR,Air fare charg.for specified routes single journey,ZONE,South East,SOUTH EAST,South East,TRUE,125440,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,6,3,C6
2025-03-01,2025-02-01,AIR,Air fare charg.for specified routes single journey,ZONE,South South,SOUTH SOUTH,South South,TRUE,126343.88888888899,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,7,3,C7
2025-03-01,2025-02-01,AIR,Air fare charg.for specified routes single journey,ZONE,South West,SOUTH WEST,South West,TRUE,129521.90545949999,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,8,3,C8
2025-03-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",NATIONAL,Nigeria,"Bus journey intercity, state route, charg. per per",,TRUE,7640.340994821195,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,9,3,C9
2025-03-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North Central,NORTH CENTRAL,North Central,TRUE,7540.2649977142855,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,10,3,C10
2025-03-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North East,NORTH EAST,North East,TRUE,7281.666666666667,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,11,3,C11
2025-03-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North West,NORTH WEST,North West,TRUE,7310.664682539683,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,12,3,C12
2025-03-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South East,SOUTH EAST,South East,TRUE,8202.856729973335,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,13,3,C13
2025-03-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South South,SOUTH SOUTH,South South,TRUE,7468.465608451322,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,14,3,C14
2025-03-01,2025-02-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South West,SOUTH WEST,South West,TRUE,8203.505291005296,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,15,3,C15
2025-03-01,2025-02-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",NATIONAL,Nigeria,"Bus journey within  city , per  drop constant  rou",,TRUE,943.6756756756756,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,16,3,C16
2025-03-01,2025-02-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North Central,NORTH CENTRAL,North Central,TRUE,973.5714285714286,NGN per journey,Average of Feb-25,PRIOR_MONTH,FALSE,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,Transport March 2025,17,3,C17
