observation_month,release_month,transport_mode,transport_mode_raw,geography_type,geography_name,geography_raw_label,state,zone,is_aggregate,fare_ngn,unit,source_period_label,source_anomaly,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-03-01,2025-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Oyo,OYO,Oyo,South West,FALSE,9524.4625,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,32,3,C32
2025-03-01,2025-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Plateau,PLATEAU,Plateau,North Central,FALSE,8428.090073,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,33,3,C33
2025-03-01,2025-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Rivers,RIVERS,Rivers,South South,FALSE,4522.22222222222,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,34,3,C34
2025-03-01,2025-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Sokoto,SOKOTO,Sokoto,North West,FALSE,6950,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,35,3,C35
2025-03-01,2025-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Taraba,TARABA,Taraba,North East,FALSE,6428.8,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,36,3,C36
2025-03-01,2025-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Yobe,YOBE,Yobe,North East,FALSE,7450,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,37,3,C37
2025-03-01,2025-03-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Zamfara,ZAMFARA,Zamfara,North West,FALSE,7680,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,38,3,C38
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",NATIONAL,Nigeria,Grand Total,,,TRUE,971.8044594594594,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,39,4,D39
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Abia,ABIA,Abia,South East,FALSE,477,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,2,4,D2
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Abuja,ABUJA,Abuja,North Central,FALSE,900,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,3,4,D3
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Adamawa,ADAMAWA,Adamawa,North East,FALSE,500,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,4,4,D4
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Akwa Ibom,AKWA IBOM,Akwa Ibom,South South,FALSE,980,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,5,4,D5
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Anambra,ANAMBRA,Anambra,South East,FALSE,980,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,6,4,D6
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Bauchi,BAUCHI,Bauchi,North East,FALSE,1000,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,7,4,D7
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Bayelsa,BAYELSA,Bayelsa,South South,FALSE,880,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,8,4,D8
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Benue,BENUE,Benue,North Central,FALSE,920,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,9,4,D9
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Borno,BORNO,Borno,North East,FALSE,900,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,10,4,D10
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Cross River,CROSS RIVER,Cross River,South South,FALSE,930,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,11,4,D11
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Delta,DELTA,Delta,South South,FALSE,1040,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,12,4,D12
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Ebonyi,EBONYI,Ebonyi,South East,FALSE,900,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,13,4,D13
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Edo,EDO,Edo,South South,FALSE,1050,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,14,4,D14
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Ekiti,EKITI,Ekiti,South West,FALSE,1000,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,15,4,D15
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Enugu,ENUGU,Enugu,South East,FALSE,1180,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,16,4,D16
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Gombe,GOMBE,Gombe,North East,FALSE,1170,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,17,4,D17
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Imo,IMO,Imo,South East,FALSE,1180,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,18,4,D18
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Jigawa,JIGAWA,Jigawa,North West,FALSE,1100,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,19,4,D19
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Kaduna,KADUNA,Kaduna,North West,FALSE,1050,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,20,4,D20
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Kano,KANO,Kano,North West,FALSE,680,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,21,4,D21
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Katsina,KATSINA,Katsina,North West,FALSE,980,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,22,4,D22
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Kebbi,KEBBI,Kebbi,North West,FALSE,970,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,23,4,D23
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Kogi,KOGI,Kogi,North Central,FALSE,980,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,24,4,D24
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Kwara,KWARA,Kwara,North Central,FALSE,1200,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,25,4,D25
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Lagos,LAGOS,Lagos,South West,FALSE,1300,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,26,4,D26
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Nasarawa,NASARAWA,Nasarawa,North Central,FALSE,1200,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,27,4,D27
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Niger,NIGER,Niger,North Central,FALSE,880.32,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,28,4,D28
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Ogun,OGUN,Ogun,South West,FALSE,986.22833333333,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,29,4,D29
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Ondo,ONDO,Ondo,South West,FALSE,1168.21666666667,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,30,4,D30
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Osun,OSUN,Osun,South West,FALSE,850,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,31,4,D31
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Oyo,OYO,Oyo,South West,FALSE,880,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,32,4,D32
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Plateau,PLATEAU,Plateau,North Central,FALSE,1000,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,33,4,D33
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Rivers,RIVERS,Rivers,South South,FALSE,750,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,34,4,D34
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Sokoto,SOKOTO,Sokoto,North West,FALSE,800,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,35,4,D35
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Taraba,TARABA,Taraba,North East,FALSE,1190,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,36,4,D36
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Yobe,YOBE,Yobe,North East,FALSE,855,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,37,4,D37
2025-03-01,2025-03-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Zamfara,ZAMFARA,Zamfara,North West,FALSE,1150,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,38,4,D38
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,NATIONAL,Nigeria,Grand Total,,,TRUE,638.1853105356154,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,39,5,E39
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Abia,ABIA,Abia,South East,FALSE,550,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,2,5,E2
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Abuja,ABUJA,Abuja,North Central,FALSE,778.304,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,3,5,E3
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Adamawa,ADAMAWA,Adamawa,North East,FALSE,500,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,4,5,E4
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Akwa Ibom,AKWA IBOM,Akwa Ibom,South South,FALSE,550,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,5,5,E5
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Anambra,ANAMBRA,Anambra,South East,FALSE,430,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,6,5,E6
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Bauchi,BAUCHI,Bauchi,North East,FALSE,550,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,7,5,E7
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Bayelsa,BAYELSA,Bayelsa,South South,FALSE,550,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,8,5,E8
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Benue,BENUE,Benue,North Central,FALSE,680,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,9,5,E9
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Borno,BORNO,Borno,North East,FALSE,600,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,10,5,E10
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Cross River,CROSS RIVER,Cross River,South South,FALSE,730,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,11,5,E11
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Delta,DELTA,Delta,South South,FALSE,729.66,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,12,5,E12
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Ebonyi,EBONYI,Ebonyi,South East,FALSE,648.5866666666666,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,13,5,E13
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Edo,EDO,Edo,South South,FALSE,534.792222222222,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,14,5,E14
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Ekiti,EKITI,Ekiti,South West,FALSE,460,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,15,5,E15
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Enugu,ENUGU,Enugu,South East,FALSE,600,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,16,5,E16
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Gombe,GOMBE,Gombe,North East,FALSE,660.045714285714,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,17,5,E17
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Imo,IMO,Imo,South East,FALSE,800,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,18,5,E18
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Jigawa,JIGAWA,Jigawa,North West,FALSE,580.245,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,19,5,E19
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Kaduna,KADUNA,Kaduna,North West,FALSE,700,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,20,5,E20
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Kano,KANO,Kano,North West,FALSE,700,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,21,5,E21
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Katsina,KATSINA,Katsina,North West,FALSE,500,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,22,5,E22
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Kebbi,KEBBI,Kebbi,North West,FALSE,580,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,23,5,E23
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Kogi,KOGI,Kogi,North Central,FALSE,650,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,24,5,E24
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Kwara,KWARA,Kwara,North Central,FALSE,600,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,25,5,E25
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Lagos,LAGOS,Lagos,South West,FALSE,1000,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,26,5,E26
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Nasarawa,NASARAWA,Nasarawa,North Central,FALSE,650,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,27,5,E27
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Niger,NIGER,Niger,North Central,FALSE,590.2680280000002,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,28,5,E28
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Ogun,OGUN,Ogun,South West,FALSE,649.801666666667,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,29,5,E29
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Ondo,ONDO,Ondo,South West,FALSE,847.1428571,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,30,5,E30
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Osun,OSUN,Osun,South West,FALSE,636.44,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,31,5,E31
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Oyo,OYO,Oyo,South West,FALSE,656.8425,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,32,5,E32
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Plateau,PLATEAU,Plateau,North Central,FALSE,638.267751543167,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,33,5,E33
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Rivers,RIVERS,Rivers,South South,FALSE,726.878333333333,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,34,5,E34
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Sokoto,SOKOTO,Sokoto,North West,FALSE,480,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,35,5,E35
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Taraba,TARABA,Taraba,North East,FALSE,780,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,36,5,E36
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Yobe,YOBE,Yobe,North East,FALSE,755.148,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,37,5,E37
2025-03-01,2025-03-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Zamfara,ZAMFARA,Zamfara,North West,FALSE,540.43375,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,38,5,E38
2025-03-01,2025-03-01,WATER,Water transport : water way passenger  transportat,NATIONAL,Nigeria,Grand Total,,,TRUE,1650.6621621621625,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,39,6,F39
2025-03-01,2025-03-01,WATER,Water transport : water way passenger  transportat,STATE,Abia,ABIA,Abia,South East,FALSE,840,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,2,6,F2
2025-03-01,2025-03-01,WATER,Water transport : water way passenger  transportat,STATE,Abuja,ABUJA,Abuja,North Central,FALSE,750,NGN per journey,Transport March 2025,DUPLICATE_PERIOD_HEADER_RESOLVED_BY_POSITION,TRANSPORT_COST_Watch_MAR_2025.xlsx,,State Transport,3,6,F3
